GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,editor,reviewer,NatureServe_element_code,TSN_code,Global_SEQ_ID,input_data,IPDS,abstract,doi,ScienceBase_url
mOLDEm,Alabama Beach Deermouse,Peromyscus polionotus ammobates,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Alabama Beach Deermouse (Peromyscus polionotus ammobates) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7MP51PC.",United States,"Peromyscus polionotus ammobates, Alabama Beach Deermouse",Matt Rubino,Steve Williams,AMAFF03062,180290,101301,"['natl_GAP_land_cover_ver1.0_(2001)', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for Alabama Beach Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7MP51PC,https://www.sciencebase.gov/catalog/item/58fa7309e4b0b7ea54525a28
mOLDEn,Southeast Beach Deermouse,Peromyscus polionotus niveiventris,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Southeast Beach Deermouse (Peromyscus polionotus niveiventris) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7GX48ZN.",United States,"Peromyscus polionotus niveiventris, Southeast Beach Deermouse",Matt Rubino,Steve Williams,AMAFF03068,180290,102064,"['natl_GAP_land_cover_ver1.0_(2001)', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for Southeast Beach Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7GX48ZN,https://www.sciencebase.gov/catalog/item/58fa7328e4b0b7ea54525a2b
mOLDEp,St. Andrews Beach Deermouse,Peromyscus polionotus peninsularis,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, St. Andrews Beach Deermouse (Peromyscus polionotus peninsularis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7C53J7N.",United States,"Peromyscus polionotus peninsularis, St. Andrews Beach Deermouse",Matt Rubino,Steve Williams,AMAFF03069,180290,103306,"['natl_GAP_land_cover_ver1.0_(2001)', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for St. Andrews Beach Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7C53J7N,https://www.sciencebase.gov/catalog/item/58fa7345e4b0b7ea54525a2e
mOLDEt,Perdido Key Beach Deermouse,Peromyscus polionotus trissyllepsis,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Perdido Key Beach Deermouse (Peromyscus polionotus trissyllepsis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F77D2SJC.",United States,"Peromyscus polionotus trissyllepsis, Perdido Key Beach Deermouse",Matt Rubino,Steve Williams,AMAFF03063,180290,105073,"['natl_GAP_land_cover_ver1.0_(2001)', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for Perdido Key Beach Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F77D2SJC,https://www.sciencebase.gov/catalog/item/58fa735be4b0b7ea54525a31
mOLDEx,Oldfield Deermouse,Peromyscus polionotus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Oldfield Deermouse (Peromyscus polionotus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F73N21T1.",United States,"Peromyscus polionotus, Oldfield Deermouse",Matt Rubino,Jeff Lonneker,AMAFF03060,180290,106418,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Oldfield Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F73N21T1,https://www.sciencebase.gov/catalog/item/58fa736de4b0b7ea54525a34
mOLMAx,Olympic Marmot,Marmota olympus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Olympic Marmot (Marmota olympus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F70000GW.",United States,"Marmota olympus, Olympic Marmot",Nathan Tarr,Matt Rubino,AMAFB03050,180141,102145,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Olympic Marmot.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F70000GW,https://www.sciencebase.gov/catalog/item/58fa7383e4b0b7ea54525a37
mORSHa,Salt Marsh Ornate Shrew,Sorex ornatus sinuosus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Salt Marsh Ornate Shrew (Sorex ornatus sinuosus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7V69H02.",United States,"Sorex ornatus sinuosus, Salt Marsh Ornate Shrew",Nathan Tarr,Matt Rubino,AMABA01104,710074,102624,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Salt Marsh Ornate Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7V69H02,https://www.sciencebase.gov/catalog/item/58fa7396e4b0b7ea54525a3a
mORSHi,Suisun Shrew,Sorex ornatus sinuosus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Suisun Shrew (Sorex ornatus sinuosus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7QF8R8B.",United States,"Sorex ornatus sinuosus, Suisun Shrew",Nathan Tarr,Matt Rubino,AMABA01103,710075,100323,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Suisun Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7QF8R8B,https://www.sciencebase.gov/catalog/item/58fa73a7e4b0b7ea54525a3d
mORSHr,Buena Vista Lake Shrew,Sorex ornatus relictus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Buena Vista Lake Shrew (Sorex ornatus relictus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7KP80J0.",United States,"Sorex ornatus relictus, Buena Vista Lake Shrew",Nathan Tarr,Matt Rubino,AMABA01102,633864,104657,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Buena Vista Lake Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7KP80J0,https://www.sciencebase.gov/catalog/item/58fa73b9e4b0b7ea54525a40
mORSHs,Monterey Ornate Shrew,Sorex ornatus salarius,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Monterey Ornate Shrew (Sorex ornatus salarius) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7FX77T8.",United States,"Sorex ornatus salarius, Monterey Ornate Shrew",Nathan Tarr,Matt Rubino,AMABA01105,710073,104076,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Monterey Ornate Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7FX77T8,https://www.sciencebase.gov/catalog/item/58fa73cce4b0b7ea54525a43
mORSHw,Santa Catalina Shrew,Sorex ornatus willetti,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Santa Catalina Shrew (Sorex ornatus willetti) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7B56H4Q.",United States,"Sorex ornatus willetti, Santa Catalina Shrew",Nathan Tarr,Matt Rubino,AMABA01101,710076,102901,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Santa Catalina Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7B56H4Q,https://www.sciencebase.gov/catalog/item/58fa73dee4b0b7ea54525a46
mORSHx,Ornate Shrew,Sorex ornatus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Ornate Shrew (Sorex ornatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F76D5RD0.",United States,"Sorex ornatus, Ornate Shrew",Nathan Tarr,Matt Rubino,AMABA01100,179952,101684,['undocumented'],IP-082267,"This dataset represents a species habitat distribution model for Ornate Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F76D5RD0,https://www.sciencebase.gov/catalog/item/58fa73f0e4b0b7ea54525a49
mPABAx,Pallid Bat,Antrozous pallidus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Pallid Bat (Antrozous pallidus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F72R3Q2J.",United States,"Antrozous pallidus, Pallid Bat",Thomas Laxson,Jeff Lonneker,AMACC10010,180006,106431,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Pallid Bat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F72R3Q2J,https://www.sciencebase.gov/catalog/item/58fa7402e4b0b7ea54525a4c
mPACHx,Palmer's Chipmunk,Tamias palmeri,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Palmer's Chipmunk (Tamias palmeri) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7Z036KJ.",United States,"Tamias palmeri, Palmer's Chipmunk",Ken Boykin,Jeff Lonneker,AMAFB02200,180198,104774,['undocumented'],IP-082267,"This dataset represents a species habitat distribution model for Palmer's Chipmunk.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7Z036KJ,https://www.sciencebase.gov/catalog/item/58fa7415e4b0b7ea54525a4f
mPASHc,Pacific Shrew (cascadensis),Sorex pacificus cascadensis,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Pacific Shrew (cascadensis) (Sorex pacificus cascadensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7T72FVT.",United States,"Sorex pacificus cascadensis, Pacific Shrew (cascadensis)",Nathan Tarr,Steve Williams,AMABA01092,710077,104654,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Pacific Shrew (cascadensis).  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7T72FVT,https://www.sciencebase.gov/catalog/item/58fa7428e4b0b7ea54525a52
mPASHp,Pacific Shrew (pacificus),Sorex pacificus pacificus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Pacific Shrew (pacificus) (Sorex pacificus pacificus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7PG1Q4H.",United States,"Sorex pacificus pacificus, Pacific Shrew (pacificus)",Nathan Tarr,Steve Williams,AMABA01091,710078,102899,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Pacific Shrew (pacificus).  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7PG1Q4H,https://www.sciencebase.gov/catalog/item/58fa743ae4b0b7ea54525a55
mPASHx,Pacific Shrew,Sorex pacificus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Pacific Shrew (Sorex pacificus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7JQ0ZDS.",United States,"Sorex pacificus, Pacific Shrew",Nathan Tarr,Matt Rubino,AMABA01090,179953,101683,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Pacific Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7JQ0ZDS,https://www.sciencebase.gov/catalog/item/58fa744de4b0b7ea54525a58
mPBSHx,Preble's Shrew,Sorex preblei,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Preble's Shrew (Sorex preblei) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7DZ06QW.",United States,"Sorex preblei, Preble's Shrew",Ken Boykin,Jeff Lonneker,AMABA01030,179954,106475,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Preble's Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7DZ06QW,https://www.sciencebase.gov/catalog/item/58fa745fe4b0b7ea54525a5b
mPFTBx,Pocketed Free-tailed Bat,Nyctinomops femorosaccus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Pocketed Free-tailed Bat (Nyctinomops femorosaccus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F79885DN.",United States,"Nyctinomops femorosaccus, Pocketed Free-tailed Bat",Ken Boykin,Jeff Lonneker,AMACD04010,180085,102156,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Pocketed Free-tailed Bat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F79885DN,https://www.sciencebase.gov/catalog/item/58fa7471e4b0b7ea54525a5e
mPGFBx,Peters's Ghost-faced Bat,Mormoops megalophylla,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Peters's Ghost-faced Bat (Mormoops megalophylla) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F75H7DPX.",United States,"Mormoops megalophylla, Peters's Ghost-faced Bat",Nathan Tarr,Matt Rubino,AMACA01010,180051,106339,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Peters's Ghost-faced Bat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F75H7DPX,https://www.sciencebase.gov/catalog/item/58fa7488e4b0b7ea54525a61
mPGSQx,Piute Ground Squirrel,Urocitellus mollis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Piute Ground Squirrel (Urocitellus mollis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F71R6NZ6.",United States,"Urocitellus mollis, Piute Ground Squirrel",Thomas Laxson,Jeff Lonneker,AMAFB05200,930320,102074,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Piute Ground Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F71R6NZ6,https://www.sciencebase.gov/catalog/item/58fa749be4b0b7ea54525a64
