GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,modeler,NatureServe_element_code,TSN_code,EGT_ID,input_data,IPDS,abstract
rCOWAx,Concho Watersnake,Nerodia paucimaculata,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Concho Watersnake (Nerodia paucimaculata) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Nerodia paucimaculata, Concho Watersnake",Ken Boykin,ARADB22100,209384,103615,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Concho Watersnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCROCx,American Crocodile,Crocodylus acutus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, American Crocodile (Crocodylus acutus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Crocodylus acutus, American Crocodile",,ARABB02010,174361,106064,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for American Crocodile.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCRSLx,Crevice Spiny Lizard,Sceloporus poinsettii,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Crevice Spiny Lizard (Sceloporus poinsettii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sceloporus poinsettii, Crevice Spiny Lizard",Ken Boykin,ARACF14110,173878,103371,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Crevice Spiny Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCSBLx,Common Side-blotched Lizard,Uta stansburiana,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Common Side-blotched Lizard (Uta stansburiana) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Uta stansburiana, Common Side-blotched Lizard",Ken Boykin,ARACF17010,173956,106390,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Common Side-blotched Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCSPWx,Common Spotted Whiptail,Aspidoscelis gularis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Common Spotted Whiptail (Aspidoscelis gularis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Aspidoscelis gularis, Common Spotted Whiptail",Ken Boykin,ARACJ02050,174019,100575,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Common Spotted Whiptail.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCSWHx,Canyon Spotted Whiptail,Aspidoscelis burti,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Canyon Spotted Whiptail (Aspidoscelis burti) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Aspidoscelis burti, Canyon Spotted Whiptail",,ARACJ02010,174015,106385,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Canyon Spotted Whiptail.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCWHIx,Chihuahuan Spotted Whiptail,Aspidoscelis exsanguis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Chihuahuan Spotted Whiptail (Aspidoscelis exsanguis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Aspidoscelis exsanguis, Chihuahuan Spotted Whiptail",,ARACJ02030,174017,103253,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Chihuahuan Spotted Whiptail.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDBTEx,Diamond-backed Terrapin,Malaclemys terrapin,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Diamond-backed Terrapin (Malaclemys terrapin) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Malaclemys terrapin, Diamond-backed Terrapin",Ken Boykin,ARAAD06010,173780,103342,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for Diamond-backed Terrapin.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDBWAx,Diamond-backed Watersnake,Nerodia rhombifer,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Diamond-backed Watersnake (Nerodia rhombifer) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Nerodia rhombifer, Diamond-backed Watersnake",Ken Boykin,ARADB22050,563904,100750,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Diamond-backed Watersnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDEBRx,Dekay's Brownsnake,Storeria dekayi,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Dekay's Brownsnake (Storeria dekayi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Storeria dekayi, Dekay's Brownsnake",Ken Boykin,ARADB34010,174129,100413,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Dekay's Brownsnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDEIGx,Desert Iguana,Dipsosaurus dorsalis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Desert Iguana (Dipsosaurus dorsalis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Dipsosaurus dorsalis, Desert Iguana",,ARACF06010,173921,106096,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Desert Iguana.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDENIx,Desert Nightsnake,Hypsiglena chlorophaea,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Desert Nightsnake (Hypsiglena chlorophaea) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Hypsiglena chlorophaea, Desert Nightsnake",Ken Boykin,ARADB18020,174232,817007,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Desert Nightsnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDETOx,Desert Tortoise,Gopherus agassizii,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Desert Tortoise (Gopherus agassizii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Gopherus agassizii, Desert Tortoise",,ARAAF01010,173856,106323,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Desert Tortoise.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDGWHx,Desert Grassland Whiptail,Aspidoscelis uniparens,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Desert Grassland Whiptail (Aspidoscelis uniparens) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Aspidoscelis uniparens, Desert Grassland Whiptail",,ARACJ02150,208947,102521,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Desert Grassland Whiptail.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDHLIx,Desert Horned Lizard,Phrynosoma platyrhinos,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Desert Horned Lizard (Phrynosoma platyrhinos) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Phrynosoma platyrhinos, Desert Horned Lizard",Ken Boykin,ARACF12060,173943,817747,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Desert Horned Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDHNSx,Dusty Hog-nosed Snake,Heterodon gloydi,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Dusty Hog-nosed Snake (Heterodon gloydi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Heterodon gloydi, Dusty Hog-nosed Snake",,,,,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Dusty Hog-nosed Snake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDNLIx,Desert Night Lizard,Xantusia vigilis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Desert Night Lizard (Xantusia vigilis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Xantusia vigilis, Desert Night Lizard",Jeff Lonneker,ARACK01030,174092,102699,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Desert Night Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDSALx,Dunes Sagebrush Lizard,Sceloporus arenicolus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Dunes Sagebrush Lizard (Sceloporus arenicolus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sceloporus arenicolus, Dunes Sagebrush Lizard",Thomas Laxon,ARACF14170,564574,105095,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Dunes Sagebrush Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rDSLIx,Desert Spiny Lizard,Sceloporus magister,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Desert Spiny Lizard (Sceloporus magister) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sceloporus magister, Desert Spiny Lizard",Ken Boykin,ARACF14060,173873,106473,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Desert Spiny Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rEAFOx,Eastern Foxsnake,Pantherophis gloydi,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Eastern Foxsnake (Pantherophis gloydi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Pantherophis gloydi, Eastern Foxsnake",Ken Boykin,ARADB13061,683034,105593,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Eastern Foxsnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rEARAx,Eastern Ratsnake,Pantherophis alleghaniensis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Eastern Ratsnake (Pantherophis alleghaniensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Pantherophis alleghaniensis, Eastern Ratsnake",Ken Boykin,ARADB13080,683033,103363,"['forest_edge', 'natl_GAP_land_cover_ver1.0_(2001)', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for Eastern Ratsnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rEARIx,Eastern Ribbonsnake,Thamnophis sauritus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Eastern Ribbonsnake (Thamnophis sauritus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Thamnophis sauritus, Eastern Ribbonsnake",Ken Boykin,ARADB36120,174134,103516,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Eastern Ribbonsnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
